"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-62.28","82.52","ALERT","2400300","1991-03","1991","03","-24.7","","-32.5","","-28.6","","-9.9","","-37.9","","0.0","","3.0","","2.8","","16","","22","","83",""
"-62.28","82.52","ALERT","2400300","1991-04","1991","04","-18.0","","-25.7","","-21.9","","-7.1","","-34.6","","0.0","","1.4","","1.4","","15","","24","","61",""
"-62.28","82.52","ALERT","2400300","1991-05","1991","05","-7.2","","-12.6","","-9.9","","3.8","","-22.3","","0.0","T","42.6","","22.3","","30","","20","","65",""
"-62.28","82.52","ALERT","2400300","1991-06","1991","06","3.3","","-1.5","","0.9","","8.6","","-5.3","","2.4","","22.0","","16.6","","0","T","19","","82",""
"-62.28","82.52","ALERT","2400300","1991-07","1991","07","6.6","","1.2","","3.9","","15.0","","-1.7","","17.1","","14.6","","29.5","","0","","19","","70",""
"-62.28","82.52","ALERT","2400300","1991-08","1991","08","4.6","","-1.2","","1.7","","13.5","","-6.4","","6.0","","25.0","","25.4","","9","","21","S","63","S"
"-62.28","82.52","ALERT","2400300","1991-09","1991","09","-5.4","","-10.4","","-7.9","","1.5","","-20.0","","0.0","","33.6","","33.6","","","M","","","",""
"-62.28","82.52","ALERT","2400300","1991-10","1991","10","-14.6","","-20.5","","-17.6","","-7.0","S","-31.0","","0.0","","20.8","","20.8","","","","","","",""
"-62.28","82.52","ALERT","2400300","1991-11","1991","11","-20.0","","-28.6","","-24.3","","-8.0","","-35.5","","0.0","","7.2","","7.2","","","","","","",""
"-62.28","82.52","ALERT","2400300","1991-12","1991","12","-27.0","","-34.8","","-30.9","","-16.5","","-41.5","","0.0","","7.4","","7.4","","","","","","",""
"-62.28","82.52","ALERT","2400300","1992-01","1992","01","-31.3","E","-38.0","","-34.6","E","-21.0","E","-43.0","S","0.0","","4.4","","4.4","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1992-02","1992","02","-30.4","E","-38.1","","-34.1","E","-19.0","E","-45.0","","0.0","","14.2","","14.2","","34","","","","",""
"-62.28","82.52","ALERT","2400300","1992-03","1992","03","-25.7","","-33.5","","-29.6","","-16.5","","-41.0","","0.0","","13.2","","13.2","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1992-04","1992","04","-22.7","","-31.1","","-26.9","","-17.0","","-40.0","","0.0","","14.2","","14.2","","53","","","","",""
"-62.28","82.52","ALERT","2400300","1992-05","1992","05","-9.2","E","-17.3","E","-13.2","E","-1.5","","-27.5","","0.0","","4.0","","4.0","","41","","","","",""
"-62.28","82.52","ALERT","2400300","1992-06","1992","06","0.5","","-4.1","","-1.8","","6.5","","-9.5","","0.0","","15.2","","15.2","","14","","","","",""
"-62.28","82.52","ALERT","2400300","1992-07","1992","07","5.6","","0.0","","2.8","","12.5","S","-3.0","","10.8","","30.6","","41.4","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1992-08","1992","08","2.0","","-2.6","","-0.3","","7.0","","-7.0","","10.6","","10.7","","21.3","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1992-09","1992","09","-5.4","","-11.7","","-8.5","","1.5","S","-23.0","","0.0","","14.4","","12.2","","8","","","","",""
"-62.28","82.52","ALERT","2400300","1992-10","1992","10","-16.6","","-23.0","","-19.8","","-5.0","","-35.5","","0.0","","14.2","","14.2","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1992-11","1992","11","-24.3","E","-31.4","","-27.9","E","-11.0","","-39.0","S","0.0","","23.2","","23.2","","9","","","","",""
"-62.28","82.52","ALERT","2400300","1992-12","1992","12","-27.1","E","-34.1","","-30.6","E","-15.5","E","-40.0","","0.0","","10.4","","10.4","","15","","","","",""
"-62.28","82.52","ALERT","2400300","1993-01","1993","01","-28.9","E","-35.7","","-32.1","E","-21.5","B","-42.5","S","0.0","","9.8","","9.8","","16","","","","",""
"-62.28","82.52","ALERT","2400300","1993-02","1993","02","-25.4","","-33.4","","-29.4","","-17.0","","-40.5","","0.0","","18.4","","18.4","","19","","","","",""
"-62.28","82.52","ALERT","2400300","1993-03","1993","03","-28.8","","-36.4","","-32.6","","-20.0","S","-41.5","S","0.0","","7.0","","7.0","","26","","","","",""
"-62.28","82.52","ALERT","2400300","1993-04","1993","04","-19.8","E","-27.5","","-23.7","E","-14.0","S","-33.5","","0.0","","10.0","","10.0","","29","","","","",""
"-62.28","82.52","ALERT","2400300","1993-05","1993","05","-7.1","","-14.0","","-10.6","","0.5","","-22.0","","0.0","","26.2","","19.4","","46","","","","",""
"-62.28","82.52","ALERT","2400300","1993-06","1993","06","1.7","","-4.2","","-1.3","","11.0","","-10.0","","0.0","","4.6","","4.6","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1993-07","1993","07","8.1","","2.1","","5.1","","16.5","","-1.5","","15.0","","1.8","","16.8","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1993-08","1993","08","2.1","","-2.5","","-0.2","","8.5","","-7.0","","0.0","T","10.6","","10.6","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1993-09","1993","09","-9.0","","-14.4","","-11.7","","-1.5","","-22.0","","1.0","","15.0","","11.6","","14","","","","",""
"-62.28","82.52","ALERT","2400300","1993-10","1993","10","-13.4","","-21.3","","-17.4","","4.0","","-28.0","","0.0","T","4.0","","4.0","","7","","","","",""
"-62.28","82.52","ALERT","2400300","1993-11","1993","11","-24.3","","-30.4","","-27.4","","-16.0","","-36.0","","0.0","","8.4","","8.2","","8","","","","",""
"-62.28","82.52","ALERT","2400300","1993-12","1993","12","-28.5","","-34.1","","-31.3","","-20.0","","-40.0","","0.0","","14.0","","14.0","","14","","","","",""
"-62.28","82.52","ALERT","2400300","1994-01","1994","01","-29.7","","-37.7","","-33.7","","-16.0","","-44.0","","0.0","","8.0","","8.0","","9","","","","",""
"-62.28","82.52","ALERT","2400300","1994-02","1994","02","-29.6","","-35.8","","-32.7","","-18.5","","-46.5","","0.0","","16.2","","16.2","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1994-03","1994","03","-30.4","","-37.8","","-34.1","","-20.0","","-45.5","","0.0","","8.4","","8.4","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1994-04","1994","04","-21.0","","-28.7","","-24.9","","-7.0","","-36.0","","0.0","","8.6","","8.6","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1994-05","1994","05","-7.0","","-14.2","","-10.6","","3.0","","-24.0","","0.0","","12.0","","12.0","","27","","","","",""
"-62.28","82.52","ALERT","2400300","1994-06","1994","06","4.4","","-1.2","","1.6","","14.0","","-6.0","","1.0","","3.0","","4.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1994-07","1994","07","6.9","","0.6","","3.8","","16.5","","-2.0","","7.0","","4.4","","11.4","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1994-08","1994","08","4.3","","-0.6","","1.8","","10.0","","-5.5","","20.2","","24.6","","44.8","","2","","","","",""
"-62.28","82.52","ALERT","2400300","1994-09","1994","09","-3.4","","-10.1","E","-6.8","E","1.5","","-18.0","","0.0","","5.4","","5.4","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1994-10","1994","10","-14.4","","-20.0","","-17.2","","-8.0","S","-30.5","","0.0","","11.8","","11.8","","4","","","","",""
"-62.28","82.52","ALERT","2400300","1994-11","1994","11","-19.4","","-26.7","","-23.0","","-4.0","","-38.5","","0.0","","11.8","","11.8","","8","","","","",""
"-62.28","82.52","ALERT","2400300","1994-12","1994","12","-28.2","","-33.4","","-30.8","","-23.0","S","-38.0","","0.0","","5.0","","5.0","","5","","","","",""
"-62.28","82.52","ALERT","2400300","1995-01","1995","01","-31.0","","-36.2","","-33.6","","-18.5","","-44.5","","0.0","","4.6","","4.6","","11","","","","",""
"-62.28","82.52","ALERT","2400300","1995-02","1995","02","-30.9","","-36.5","","-33.7","","-22.5","","-46.5","","0.0","","2.0","","2.0","","12","","","","",""
"-62.28","82.52","ALERT","2400300","1995-03","1995","03","-30.5","E","-37.4","","-34.0","E","-19.0","","-43.0","","0.0","","3.2","","3.2","","12","","","","",""
"-62.28","82.52","ALERT","2400300","1995-04","1995","04","-11.4","","-19.3","","-15.4","","-0.5","","-32.0","","0.0","","31.0","","15.2","","13","","","","",""
"-62.28","82.52","ALERT","2400300","1995-05","1995","05","-6.3","","-13.3","","-9.8","","0.0","","-21.0","","0.0","","45.7","","24.2","","41","","","","",""
"-62.28","82.52","ALERT","2400300","1995-06","1995","06","2.3","","-3.2","","-0.5","","7.0","","-8.0","","0.8","","24.4","","18.8","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1995-07","1995","07","3.5","","0.4","","2.0","","9.5","","-2.0","S","5.0","","34.2","","37.8","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1995-08","1995","08","3.8","","-0.5","","1.7","","9.0","","-3.5","","0.4","","13.2","","13.6","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1995-09","1995","09","-2.7","","-8.7","","-5.7","","8.0","","-19.5","S","0.0","","70.6","","41.2","","48","","","","",""
"-62.28","82.52","ALERT","2400300","1995-10","1995","10","-15.6","","-22.5","","-19.1","","-7.0","S","-30.5","","0.0","","9.2","","8.4","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1995-11","1995","11","-21.0","","-29.1","","-25.1","","0.0","","-37.5","","0.0","","3.9","","3.1","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1995-12","1995","12","-29.1","","-35.9","","-32.5","","-24.0","S","-40.5","","0.0","","1.6","","1.6","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1996-01","1996","01","-28.0","","-36.2","","-32.1","","-21.5","","-43.0","","0.0","","5.4","","4.6","","44","","","","",""
"-62.28","82.52","ALERT","2400300","1996-02","1996","02","-25.0","","-34.5","","-29.8","","-9.5","","-39.5","","0.0","","3.4","","3.1","","48","","","","",""
"-62.28","82.52","ALERT","2400300","1996-03","1996","03","-26.6","","-34.9","","-30.8","","-11.0","","-42.5","","0.0","","8.9","","8.0","","49","","","","",""
"-62.28","82.52","ALERT","2400300","1996-04","1996","04","-18.2","","-25.7","","-21.9","","-11.5","","-33.5","","0.0","","1.8","","1.2","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1996-05","1996","05","-5.9","","-12.6","","-9.3","","4.5","","-24.0","","0.0","","24.8","","18.2","","40","","","","",""
"-62.28","82.52","ALERT","2400300","1996-06","1996","06","1.8","","-3.0","","-0.6","","12.5","","-12.0","S","0.0","T","3.6","","2.1","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1996-07","1996","07","5.4","","0.2","","2.8","","11.0","S","-3.0","","37.2","","19.0","","56.7","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1996-08","1996","08","2.2","","-2.6","","-0.2","","9.0","","-9.5","","0.0","","6.9","","6.9","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1996-09","1996","09","-6.9","","-13.5","","-10.2","","-1.0","S","-21.5","","0.0","","33.0","","32.6","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1996-10","1996","10","-16.1","","-23.2","","-19.7","","-5.5","","-33.0","","0.0","","22.4","","13.3","","26","","","","",""
"-62.28","82.52","ALERT","2400300","1996-11","1996","11","-16.3","","-23.9","","-20.1","","-5.0","","-33.0","","0.0","","9.2","","7.6","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1996-12","1996","12","-22.1","","-31.3","","-26.7","","-4.5","","-38.5","","0.0","","2.8","","2.8","","33","","","","",""
"-62.28","82.52","ALERT","2400300","1997-01","1997","01","-30.2","","-36.6","","-33.5","","-18.5","","-46.5","","0.0","","7.2","","7.0","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1997-02","1997","02","-30.9","","-37.0","","-34.0","","-17.0","","-43.0","","0.0","","4.7","","4.7","","38","","","","",""
"-62.28","82.52","ALERT","2400300","1997-03","1997","03","-23.8","","-31.6","","-27.7","","-8.5","","-39.0","","0.0","","11.2","","11.2","","42","","","","",""
"-62.28","82.52","ALERT","2400300","1997-04","1997","04","-18.1","","-26.1","","-22.1","","4.0","","-37.0","","0.0","","19.8","","19.8","","52","","","","",""
"-62.28","82.52","ALERT","2400300","1997-05","1997","05","-9.5","","-14.9","","-12.2","","-1.5","S","-22.0","","0.0","","1.8","","1.7","","42","","","","",""
"-62.28","82.52","ALERT","2400300","1997-06","1997","06","-0.3","","-3.8","","-2.1","","9.0","","-8.0","","0.3","","0.0","T","0.3","","7","","","","",""
"-62.28","82.52","ALERT","2400300","1997-07","1997","07","4.8","","0.3","","2.5","","14.0","","-4.5","","11.5","","33.6","","44.7","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1997-08","1997","08","1.3","","-3.4","","-1.1","","10.0","","-14.5","","3.6","","18.2","","21.2","","0","T","","","",""
"-62.28","82.52","ALERT","2400300","1997-09","1997","09","-6.4","","-13.0","","-9.7","","0.0","","-20.0","","0.2","","75.3","","43.1","","30","","","","",""
"-62.28","82.52","ALERT","2400300","1997-10","1997","10","-15.8","","-22.9","","-19.4","","-8.0","","-28.0","S","0.0","","15.4","","6.1","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1997-11","1997","11","-18.9","","-27.6","","-23.3","","-4.5","","-34.0","S","0.0","","50.5","","25.4","","24","","","","",""
"-62.28","82.52","ALERT","2400300","1997-12","1997","12","-26.1","","-32.7","","-29.4","","-9.0","","-40.0","S","0.0","","15.4","","6.8","","35","","","","",""
"-62.28","82.52","ALERT","2400300","1998-01","1998","01","-27.6","","-35.1","","-31.4","","-13.5","","-44.5","","0.0","","17.8","","11.8","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1998-02","1998","02","-29.9","","-36.9","","-33.4","","-16.5","","-42.5","S","0.0","","10.6","","7.3","","48","","","","",""
"-62.28","82.52","ALERT","2400300","1998-03","1998","03","-24.5","","-32.3","","-28.4","","-8.5","","-38.5","S","0.0","","25.2","","20.2","","55","","","","",""
"-62.28","82.52","ALERT","2400300","1998-04","1998","04","-18.2","","-25.7","","-22.0","","-10.5","","-32.0","","0.0","","18.6","","14.6","","61","","","","",""
"-62.28","82.52","ALERT","2400300","1998-05","1998","05","-8.4","","-15.2","","-11.9","","3.5","","-26.0","","0.0","","37.0","","16.7","","46","","","","",""
"-62.28","82.52","ALERT","2400300","1998-06","1998","06","3.4","","-1.2","","1.1","","11.0","","-6.0","","0.6","","13.6","","13.6","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1998-07","1998","07","7.7","","1.5","","4.6","","17.5","","-0.5","S","11.0","","7.4","","18.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1998-08","1998","08","3.6","","-0.7","","1.5","","14.0","","-6.0","","2.0","","23.6","","23.4","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1998-09","1998","09","-3.8","","-9.9","","-6.9","","7.0","","-20.0","","0.2","","25.6","","22.9","","4","","","","",""
"-62.28","82.52","ALERT","2400300","1998-10","1998","10","-14.1","","-21.1","","-17.6","","-6.0","","-28.5","","0.0","","30.0","","12.0","","11","","","","",""
"-62.28","82.52","ALERT","2400300","1998-11","1998","11","-17.6","","-24.8","","-21.2","","-9.5","","-32.0","","0.0","","27.8","","19.3","","28","","","","",""
"-62.28","82.52","ALERT","2400300","1998-12","1998","12","-26.1","","-32.1","","-29.1","","-11.0","","-39.0","","0.0","","33.8","","17.2","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1999-01","1999","01","-30.2","","-36.6","","-33.4","","-23.5","","-40.5","","0.0","","7.2","","4.6","","23","","","","",""
"-62.28","82.52","ALERT","2400300","1999-02","1999","02","-28.7","","-35.3","","-32.0","","-18.5","","-42.0","","0.0","","12.6","","6.4","","26","","","","",""
"-62.28","82.52","ALERT","2400300","1999-03","1999","03","-26.0","","-33.8","","-29.9","","-11.5","","-39.5","S","0.0","","10.8","","7.4","","32","","","","",""
"-62.28","82.52","ALERT","2400300","1999-04","1999","04","-18.9","","-26.5","","-22.7","","-8.5","","-34.0","","0.0","","10.4","","7.6","","34","","","","",""
"-62.28","82.52","ALERT","2400300","1999-05","1999","05","-10.1","","-14.9","","-12.5","","-5.0","S","-23.0","","0.0","T","34.0","","28.0","","43","","","","",""
"-62.28","82.52","ALERT","2400300","1999-06","1999","06","0.3","","-4.0","","-1.8","","6.5","","-13.5","","1.0","","20.4","","19.6","","25","","","","",""
"-62.28","82.52","ALERT","2400300","1999-07","1999","07","6.1","","0.7","","3.5","","16.5","","-2.0","","13.7","","19.0","","28.1","","0","","","","",""
"-62.28","82.52","ALERT","2400300","1999-08","1999","08","0.0","","-3.6","","-1.8","","9.5","","-10.0","","10.4","","20.0","","23.2","","9","","","","",""
"-62.28","82.52","ALERT","2400300","1999-09","1999","09","-5.8","","-11.8","","-8.8","","1.5","","-18.0","S","0.0","","57.8","","28.5","","8","","","","",""
"-62.28","82.52","ALERT","2400300","1999-10","1999","10","-15.7","","-21.7","","-18.8","","-4.5","","-31.0","","0.0","T","34.2","","18.1","","18","","","","",""
"-62.28","82.52","ALERT","2400300","1999-11","1999","11","-19.8","","-26.2","","-23.0","","-7.0","","-36.0","","0.0","","36.4","","17.5","","36","","","","",""
"-62.28","82.52","ALERT","2400300","1999-12","1999","12","-30.8","","-36.1","","-33.5","","-27.0","S","-40.0","","0.0","","13.6","","7.4","","40","","","","",""
"-62.28","82.52","ALERT","2400300","2000-01","2000","01","-31.4","","-39.6","","-35.5","","-14.4","","-48.0","","","","","","2.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-02","2000","02","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-03","2000","03","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-04","2000","04","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-05","2000","05","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-06","2000","06","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-07","2000","07","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-08","2000","08","3.3","","-2.7","","0.3","","11.3","","-11.6","","","","","","21.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-09","2000","09","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-10","2000","10","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-11","2000","11","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2000-12","2000","12","","","","","","","","","","","","","","","","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-01","2001","01","-26.5","","-36.4","","-31.5","","-11.8","","-45.9","","","","","","14.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-02","2001","02","-30.6","","-38.8","","-34.7","","-24.1","","-45.5","","","","","","4.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-03","2001","03","-30.9","","-39.7","","-35.3","","-17.1","","-45.2","","","","","","4.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-04","2001","04","-22.0","","-30.5","","-26.3","","-4.9","","-41.4","","","","","","2.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-05","2001","05","-11.2","","-17.2","","-14.2","","1.6","","-25.8","","","","","","1.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-06","2001","06","1.6","","-3.3","","-0.9","","6.5","S","-9.0","","","","","","15.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-07","2001","07","5.1","","0.0","","2.6","","11.0","","-1.5","","","","","","26.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-08","2001","08","3.2","","-1.6","","0.8","","16.3","","-6.2","","","","","","3.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","2001-09","2001","09","-5.5","","-12.0","","-8.8","","3.4","","-21.1","S","","","","","3.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-10","2001","10","-14.6","","-22.6","","-18.7","","-3.2","","-32.2","","","","","","8.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-11","2001","11","-22.4","","-29.6","","-26.0","","-16.2","","-36.4","","","","","","12.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2001-12","2001","12","-20.9","","-29.9","","-25.4","","-9.5","","-37.7","","","","","","4.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-01","2002","01","-29.0","","-36.2","","-32.7","","-15.6","","-42.9","","","","","","13.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-02","2002","02","-34.8","","-43.5","","-39.2","","-26.3","","-50.0","S","","","","","3.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-03","2002","03","-27.8","","-37.2","","-32.5","","-13.2","","-44.3","","","","","","10.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-04","2002","04","-24.1","","-31.8","","-28.0","","-7.0","","-43.5","","","","","","6.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-05","2002","05","-9.7","","-14.8","","-12.3","","-0.9","","-24.6","","","","","","2.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-06","2002","06","2.2","","-2.4","","-0.1","","13.1","","-7.9","","","","","","10.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-07","2002","07","7.4","","0.5","","4.0","","15.7","","-1.5","","","","","","11.5","","0","","","","",""
"-62.28","82.52","ALERT","2400300","2002-08","2002","08","6.6","","-0.1","","3.2","","16.5","","-3.1","","","","","","5.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-09","2002","09","-4.2","","-10.6","","-7.4","","6.2","","-21.2","","","","","","6.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-10","2002","10","-8.6","","-18.4","","-13.5","","4.2","","-36.6","","","","","","8.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-11","2002","11","-21.9","","-29.0","","-25.5","","-11.5","","-37.3","","","","","","11.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2002-12","2002","12","-20.9","","-30.3","","-25.6","","-10.4","","-39.0","","","","","","6.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-01","2003","01","-24.6","","-33.0","","-28.8","","-11.6","","-40.6","","","","","","11.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-02","2003","02","-30.7","","-38.5","","-34.6","","-22.2","","-43.4","S","","","","","22.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-03","2003","03","-33.1","","-39.6","","-36.4","","-25.0","","-44.3","","","","","","6.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-04","2003","04","-22.1","","-30.1","","-26.2","","-16.5","","-36.1","","","","","","7.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-05","2003","05","-8.7","","-15.3","","-12.0","","-1.4","","-24.6","","","","","","6.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-06","2003","06","1.1","","-4.1","","-1.5","","8.6","","-12.0","","","","","","3.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-07","2003","07","9.4","","2.0","","5.8","","17.8","","-2.1","","","","","","4.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-08","2003","08","5.7","","-0.5","","2.6","","14.3","","-5.7","","","","","","6.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-09","2003","09","-3.3","","-9.0","","-6.1","","3.1","","-15.9","","","","","","5.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-10","2003","10","-12.7","","-21.7","","-17.2","","3.0","","-30.5","","","","","","12.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-11","2003","11","-24.2","","-31.6","","-27.9","","-18.5","","-38.7","","","","","","1.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2003-12","2003","12","-23.9","","-32.4","","-28.2","","-11.4","","-40.0","","","","","","3.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-01","2004","01","-29.5","","-36.4","","-33.0","","-20.6","","-41.3","","","","","","8.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-02","2004","02","-28.8","","-37.5","","-33.2","","-17.1","","-44.7","","","","","","6.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-03","2004","03","-31.7","","-41.8","","-36.8","","-18.7","","-46.4","","","","","","1.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-04","2004","04","-20.5","","-28.5","","-24.5","","-3.4","","-38.4","","","","","","7.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-05","2004","05","-10.4","","-15.2","","-12.9","","0.9","","-25.2","S","","","","","1.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-06","2004","06","0.4","","-3.4","","-1.5","","9.0","","-9.3","S","","","","","16.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-07","2004","07","5.8","","0.0","","2.9","","14.0","","-3.1","","","","","","25.5","","0","","","","",""
"-62.28","82.52","ALERT","2400300","2004-08","2004","08","3.0","","-1.3","","0.9","","13.3","","-4.9","S","","","","","28.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-09","2004","09","-8.4","","-14.9","","-11.7","","0.7","","-22.3","","","","","","14.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-10","2004","10","-17.2","","-24.5","","-20.9","","-6.5","","-33.8","","","","","","8.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-11","2004","11","-24.5","","-33.5","","-29.0","","-9.0","","-38.6","S","","","","","17.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2004-12","2004","12","-28.8","","-37.7","","-33.3","","-16.6","","-44.7","S","","","","","25.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-01","2005","01","-27.2","","-36.1","","-31.7","","-17.2","","-42.1","","","","","","15.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-02","2005","02","-21.8","","-32.8","","-27.3","","-5.0","","-41.5","","","","","","16.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-03","2005","03","-27.1","","-36.6","","-31.8","","-4.9","","-45.2","","","","","","7.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-04","2005","04","-21.5","","-29.5","","-25.6","","-8.7","","-38.6","","","","","","13.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-05","2005","05","-5.7","","-11.1","","-8.4","","5.1","","-17.1","","","","","","11.0","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-06","2005","06","2.4","","-1.2","","0.6","","9.5","S","-5.1","","","","","","4.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-07","2005","07","5.3","","0.0","","2.7","","15.0","","-3.2","","","","","","14.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","2005-08","2005","08","1.6","","-2.5","","-0.5","","14.9","","-9.4","","","","","","9.0","","0","","","","",""
"-62.28","82.52","ALERT","2400300","2005-09","2005","09","-5.2","","-11.9","","-8.6","","5.9","","-24.8","","","","","","12.5","","","","","","",""
"-62.28","82.52","ALERT","2400300","2005-10","2005","10","-13.8","","-22.6","","-18.3","","-2.2","","-33.0","","","","","","26.0","","","","","","",""
